element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
I:X16-A04,source_action_group,,X16,Calendar integration,app/src/main/java/com/v16studio/serviceloop/ui/ServiceLoopApp.kt,Current source; B-016,implemented,C07,Open Android permissions,Off; permission denied; no writable calendar; active; no preferred calendar; failure,color.action;color.focus;color.disabledText;color.surface,L04,P01,Explicit labelled secondary action in the matching X16 section; infrequent management variants in named More menu per screen composition.,Correct app settings and reload runtime state on return.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x16_a04,Open Android permissions,Deschide permisiunile Android,action-i-x16-a04,"T-I-X16-A04: invoke from X16; test success, cancellation, blocked state and retry against this exact effect."
I:X17-A01,source_action_group,,X17,Visit Calendar panel,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-016,implemented,C05,Add to Calendar,Not eligible/date-only; off/permission; linked/missing/suppressed; delete pending,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L04,P01,Primary footer or current review/section commit named Add to Calendar; conditional variants never shown simultaneously as competing primary actions.,Eligible timed Booked only; clear suppression and add one managed link.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x17_a01,Add to Calendar,Adaugă în calendar,action-i-x17-a01,"T-I-X17-A01: invoke from X17; test success, cancellation, blocked state and retry against this exact effect."
I:X17-A02,source_action_group,,X17,Visit Calendar panel,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-016,implemented,C05,Recreate event,Not eligible/date-only; off/permission; linked/missing/suppressed; delete pending,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L04,P01,Primary footer or current review/section commit named Recreate event; conditional variants never shown simultaneously as competing primary actions.,Explicit after missing external event; not automatic duplicate on refresh.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x17_a02,Recreate event,Recreează evenimentul,action-i-x17-a02,"T-I-X17-A02: invoke from X17; test success, cancellation, blocked state and retry against this exact effect."
I:X17-A03,source_action_group,,X17,Visit Calendar panel,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-016,implemented,C05,Remove from Calendar,Not eligible/date-only; off/permission; linked/missing/suppressed; delete pending,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L04,P01,Primary footer or current review/section commit named Remove from Calendar; conditional variants never shown simultaneously as competing primary actions.,Remove managed projection and store suppression; visit unchanged.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x17_a03,Remove from Calendar,Elimină din calendar,action-i-x17-a03,"T-I-X17-A03: invoke from X17; test success, cancellation, blocked state and retry against this exact effect."
I:X17-A04,source_action_group,,X17,Visit Calendar panel,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-016,implemented,C07,Open Calendar event,Not eligible/date-only; off/permission; linked/missing/suppressed; delete pending,color.action;color.focus;color.disabledText;color.surface,L04,P01,Explicit labelled secondary action in the matching X17 section; infrequent management variants in named More menu per screen composition.,Actual event ID handoff; external editing does not change ServiceLoop.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x17_a04,Open Calendar event,Deschide evenimentul din calendar,action-i-x17-a04,"T-I-X17-A04: invoke from X17; test success, cancellation, blocked state and retry against this exact effect."
I:X18-A01,source_action_group,,X18,Notification surface,docs/project/IMPLEMENTATION_STATE.md,Current source; B-015/adopted supporting behavior,external/system-owned with app handoff contract,C36,Notification tap,Collapsed/expanded/locked; blocked/request accepted/suppressed,color.textPrimary,L12,P18,Explicit labelled secondary action in the matching X18 section; infrequent management variants in named More menu per screen composition.,Summary opens Home; appointment resolves actual visit state; no fabricated outcome.,Use C36 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x18_a01,Notification tap,Deschide notificarea,action-i-x18-a01,"T-I-X18-A01: invoke from X18; test success, cancellation, blocked state and retry against this exact effect."
I:X18-A02,source_action_group,,X18,Notification surface,docs/project/IMPLEMENTATION_STATE.md,Current source; B-015/adopted supporting behavior,external/system-owned with app handoff contract,C36,Notification dismiss,Collapsed/expanded/locked; blocked/request accepted/suppressed,color.textPrimary,L12,P18,Explicit labelled secondary action in the matching X18 section; infrequent management variants in named More menu per screen composition.,OS removes visible notification only; no task/obligation mutation.,Use C36 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x18_a02,Notification dismiss,Respinge notificarea,action-i-x18-a02,"T-I-X18-A02: invoke from X18; test success, cancellation, blocked state and retry against this exact effect."
I:X18-A03,source_action_group,,X18,Notification surface,docs/project/IMPLEMENTATION_STATE.md,Current source; B-015/adopted supporting behavior,external/system-owned with app handoff contract,C36,OS notification settings,Collapsed/expanded/locked; blocked/request accepted/suppressed,color.textPrimary,L12,P18,Named top-bar action; returned destination restores invoking context.,Platform-owned channel controls; no reskin or delivery promise.,Use C36 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x18_a03,OS notification settings,Setări notificări OS,action-i-x18-a03,"T-I-X18-A03: invoke from X18; test success, cancellation, blocked state and retry against this exact effect."
I:X19-A01,source_action_group,,X19,Restricted recovery,app/src/main/java/com/v16studio/serviceloop/ui/Stage4Ui.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Inspect/recover valid dataset,Corrupt/unreadable; interrupted replacement; neither dataset verified,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L09,P01,Primary footer or current review/section commit named Inspect/recover valid dataset; conditional variants never shown simultaneously as competing primary actions.,"Restricted route only, retain readable files; no empty default dataset over failed store.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x19_a01,Inspect/recover valid dataset,Inspectează/recuperează date valide,action-i-x19-a01,"T-I-X19-A01: invoke from X19; test success, cancellation, blocked state and retry against this exact effect."
I:X19-A02,source_action_group,,X19,Restricted recovery,app/src/main/java/com/v16studio/serviceloop/ui/Stage4Ui.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Return previous verified dataset,Corrupt/unreadable; interrupted replacement; neither dataset verified,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L09,P01,Primary footer or current review/section commit named Return previous verified dataset; conditional variants never shown simultaneously as competing primary actions.,Only actual verified previous copy after interrupted switch.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x19_a02,Return previous verified dataset,Revino la datele anterioare verificate,action-i-x19-a02,"T-I-X19-A02: invoke from X19; test success, cancellation, blocked state and retry against this exact effect."
I:X19-A03,source_action_group,,X19,Restricted recovery,app/src/main/java/com/v16studio/serviceloop/ui/Stage4Ui.kt,Current source; B-015/adopted supporting behavior,implemented,C06,Guarded erase,Corrupt/unreadable; interrupted replacement; neither dataset verified,color.destructive;color.onDestructive;color.errorInk;color.errorContainer;color.focus,L09,P10,"Record More → named lifecycle/destructive action; opens explicit review. On dedicated review, named confirmation is footer last.",Full typed-loss review; never automatic rescue by clearing data.,Use C06 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x19_a03,Guarded erase,Ștergere cu confirmare,action-i-x19-a03,"T-I-X19-A03: invoke from X19; test success, cancellation, blocked state and retry against this exact effect."
